gene_symbol	hpo_id	hpo_name
TAF4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PMM2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RFX7	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FOXC1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RBM10	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PRDM13	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KIAA0753	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PDE6D	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
OFD1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SUFU	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CPLANE1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ARL13B	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CEP104	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
HYLS1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KATNIP	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TCTN3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TCTN2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
B9D2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PIBF1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ARMC9	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CBY1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
B9D1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ARL3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
IFT74	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GJB6	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GJB2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
LRRC32	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MPL	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
EXOSC8	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
EBF3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
THOC2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GRIA3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SMG9	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SASS6	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CWF19L1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SLC25A24	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MRE11	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
USP9X	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CPSF3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ADGRG1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PI4KA	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SRPX2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PTEN	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
HNRNPR	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
DPH5	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TAF1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MAST1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FDXR	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CCDC32	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TSEN54	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TSEN15	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SEPSECS	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
LAMA1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PRKDC	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RARS2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TMCO1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
WLS	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FAT4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
DCHS1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FRMD4A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
HNRNPH1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
EPG5	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
VPS35L	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MAB21L1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MAN2C1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RAC1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ASNS	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CNTNAP2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
VPS51	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MACF1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GOT2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CLXN	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
LETM1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
NSRP1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PAFAH1B1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RBM8A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RAB18	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TBC1D20	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ATP9A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CPT2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TOPORS	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FAM149B1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KIF7	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
FIG4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
BICD2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PPP1R21	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
NUP37	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TRRAP	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ARHGEF2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
NSUN6	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GPC3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GPC4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RAP1B	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
EXOC2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RAB11B	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
AP1S2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
DPH2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ASXL3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MEF2C	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KPNA3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PTF1A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TFAP2A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
B4GAT1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
COG8	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KIF14	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MVK	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
HMBS	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PACS1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PIGN	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PLCH1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RAB3GAP2	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TMEM67	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
KCNJ13	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RD3	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RDH12	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CRX	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
NMNAT1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RPGRIP1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CEP290	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TUBB4B	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
IFT140	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
USP45	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
RPE65	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
CRB1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PCYT1A	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
IQCB1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GDF6	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
AIPL1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GUCY2D	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
LRAT	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
SPATA7	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TULP1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
LCA5	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
IMPDH1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
PGAP1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MID1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
OPHN1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ACY1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
ITPR1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
WDR81	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
L1CAM	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
BRF1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
BMP4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
TRAPPC9	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
INTS1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MDH1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
VLDLR	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GEMIN4	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
MED11	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
GRM1	HP:0006817	Aplasia/Hypoplasia of the cerebellar vermis
